Date, Open, High, Low, Close, Volume
01/22/20, 89.54, 96.7377, 89.20, 91.81, 395216
01/21/20, 84.99, 88.86, 83.01, 87.75, 207616
01/17/20, 86.11, 87.7579, 80.27, 83.63, 140668
01/16/20, 86.82, 87.15, 84.01, 85.89, 126018
01/15/20, 85.46, 90.37, 85.14, 85.80, 308071
01/14/20, 83.81, 85.14, 81.64, 84.61, 152147
01/13/20, 80.85, 84.71, 80.524, 83.72, 196765
01/10/20, 77.64, 83.55, 77.1341, 79.75, 295837
01/09/20, 75.58, 77.94, 75.50, 77.17, 183648
01/08/20, 76.09, 76.9498, 72.74, 74.84, 172146
01/07/20, 76.00, 77.28, 75.32, 75.98, 182702
01/06/20, 75.27, 77.35, 73.56, 75.55, 220670
01/03/20, 71.52, 76.1884, 70.58, 75.56, 288316
01/02/20, 76.91, 77.99, 71.48, 72.83, 220198
12/31/19, 76.00, 77.245, 74.62, 76.25, 164801
12/30/19, 78.15, 79.16, 74.54, 76.13, 149648
12/27/19, 74.94, 80.65, 74.94, 78.15, 322681
12/26/19, 79.51, 81.96, 74.26, 74.45, 188706
12/24/19, 78.66, 80.98, 78.03, 79.44, 107274
12/23/19, 74.00, 88.98, 72.2213, 79.54, 970068
12/20/19, 64.61, 74.961, 63.2201, 73.82, 1224281
12/19/19, 69.56, 69.56, 56.47, 61.73, 785670
12/18/19, 62.04, 71.98, 61.585, 69.71, 365094
12/17/19, 62.36, 62.67, 61.39, 62.02, 178852
12/16/19, 61.25, 62.92, 61.03, 61.99, 203450
12/13/19, 62.05, 63.21, 60.61, 60.97, 113106
12/12/19, 64.70, 66.0716, 61.00, 61.54, 181013
12/11/19, 66.55, 67.069, 62.95, 65.16, 252920
12/10/19, 63.25, 66.99, 62.63, 65.95, 254619
12/09/19, 63.81, 65.35, 62.92, 63.20, 178670
12/06/19, 62.69, 63.90, 61.51, 63.41, 131800
12/05/19, 63.67, 63.82, 60.05, 62.61, 158366
12/04/19, 65.30, 65.5903, 63.31, 63.55, 91213
12/03/19, 63.91, 65.49, 63.7344, 64.96, 58424
12/02/19, 65.94, 65.95, 63.56, 64.75, 69177
11/29/19, 62.67, 65.47, 62.53, 64.89, 39809
11/27/19, 64.24, 65.00, 62.32, 62.56, 100686
11/26/19, 66.00, 67.4355, 64.04, 64.04, 168583
11/25/19, 64.16, 67.49, 64.16, 66.00, 212531
11/22/19, 61.99, 64.38, 61.99, 63.86, 115711
11/21/19, 64.08, 64.25, 61.04, 61.81, 99026
11/20/19, 63.89, 65.88, 62.2001, 63.55, 91540
11/19/19, 61.85, 65.00, 61.85, 64.41, 275360
11/18/19, 67.85, 68.3638, 60.51, 61.34, 344380
11/15/19, 63.70, 68.185, 63.00, 67.85, 135341
11/14/19, 60.62, 64.61, 59.00, 63.50, 356627
11/13/19, 59.31, 61.1756, 59.2452, 60.95, 113540
11/12/19, 60.40, 61.09, 58.21, 59.65, 133722
11/11/19, 55.88, 61.28, 55.88, 60.30, 312601
11/08/19, 54.74, 56.01, 51.155, 55.72, 481395
11/07/19, 55.93, 55.97, 52.03, 55.28, 170198
11/06/19, 55.58, 57.7008, 53.85, 54.06, 118346
11/05/19, 57.84, 58.72, 55.20, 55.33, 72311
11/04/19, 58.66, 60.67, 57.30, 57.83, 151560
11/01/19, 58.49, 58.5999, 56.955, 58.25, 139931
10/31/19, 58.44, 59.0835, 56.8417, 58.00, 83361
10/30/19, 55.33, 58.99, 55.12, 57.70, 173324
10/29/19, 55.97, 56.00, 54.50, 54.76, 55169
10/28/19, 52.78, 56.55, 52.78, 56.05, 115829
10/25/19, 57.44, 58.8996, 51.49, 52.50, 127685
10/24/19, 58.63, 59.10, 54.88, 56.82, 91063
10/23/19, 54.99, 58.96, 54.65, 58.63, 188393
10/22/19, 53.35, 56.00, 52.9787, 54.63, 130965
10/21/19, 52.49, 56.50, 52.1456, 53.36, 161613
10/18/19, 51.61, 54.23, 51.32, 52.50, 169970
10/17/19, 51.08, 52.32, 50.11, 51.89, 130965
10/16/19, 48.54, 51.75, 48.5026, 51.13, 139458
10/15/19, 50.50, 51.65, 48.51, 48.66, 157427
10/14/19, 49.31, 51.2199, 49.00, 50.26, 83555
10/11/19, 48.41, 50.22, 48.12, 49.30, 135709
10/10/19, 50.55, 50.55, 48.1001, 48.44, 222083
10/09/19, 49.63, 51.525, 49.575, 50.01, 201132
10/08/19, 50.00, 51.27, 49.00, 49.55, 285066
10/07/19, 52.10, 53.22, 49.03, 50.36, 476614
10/04/19, 48.00, 53.34, 47.82, 51.45, 322434
10/03/19, 46.77, 48.24, 45.75, 48.12, 703884
10/02/19, 46.78, 47.23, 45.11, 46.07, 519610
10/01/19, 50.51, 51.92, 46.00, 47.03, 536295
09/30/19, 51.05, 52.00, 49.25, 50.40, 168913
09/27/19, 51.13, 55.00, 50.70, 51.03, 621292
09/26/19, 52.78, 53.69, 46.62, 49.99, 596379
09/25/19, 54.46, 55.88, 52.5627, 52.76, 261234
09/24/19, 61.00, 61.00, 54.00, 54.30, 713785
09/23/19, 60.22, 61.485, 59.94, 60.33, 137223
09/20/19, 61.71, 62.42, 59.82, 60.50, 392018
09/19/19, 62.81, 63.3752, 61.03, 61.12, 425182
09/18/19, 56.85, 62.27, 55.65, 62.00, 1590198
09/17/19, 56.21, 60.90, 55.4227, 56.78, 602753
09/16/19, 52.45, 56.00, 52.01, 55.20, 269867
